STRID,LAN,Remark
msg_murder_hud,"(B¸ truy nã)",
msg_murder_menu_apply,"Công b¯ [Tam Gi¾i Truy Nã L®nh]",
msg_murder_tip_to,"Chú ý! BÕn ðã b¸ [%s] truy nã! Ngß¶i này s¨ ðßþc tñ ðµng ðßa vào danh sách kë thù cüa bÕn.",
msg_must_inwartimearea,"Chï có th¬ sØ døng trong thành chiªn",
msg_mustnot_inwartimearea,"Không th¬ sØ døng trong thành chiªn",
MSG_NEED_GODLEV,"Yêu c¥u c¤p ðµ nguyên th¥n %d",
MSG_NEED_LEV,"C¤p ðµ yêu c¥u ",
MSG_NEED_USER_LEV,"Yêu c¥u c¤p ðµ nhân v§t là %d",
MSG_NEEDGOLD,"C¥n: ",
MSG_NEW_SKILL_,"Pháp bäo cüa ðÕo hæu ðã kích phát kÛ nång m¾i. [%s], hãy l¤y bi¬u tßþng kÛ nång trong khung kÛ nång ð£t vào thanh thao tác ð¬ d­ dàng xu¤t chiêu.",
MSG_NEW_TALENT_,"Pháp bäo ðã kích phát ði¬m ti«m nång: [%s]",
msg_newbie_identify,"Tân Thü Bäo ThÕch chï có th¬ giám ð¸nh nhæng v§t ph¦m ðã khóa ð¸nh.",
msg_newbie_identify_1,"Tân Thü Bäo ThÕch chï có th¬ giám ð¸nh nhæng v§t ph¦m dß¾i c¤p 10.",
MSG_NEXT_UPLEV,"C¤p ðµ tinh luy®n tiªp theo",
MSG_NIMBUS_X,"%s%s %d ði¬m linh lñc",
msg_no_dead_request,"Thª Thân Thäo Nhân trên ngß¶i bÕn có th¬ giúp bÕn h°i sinh và tr· v« n½i h°i sinh g¥n nh¤t, ð°ng th¶i tránh ðßþc nhæng m¤t mát sau khi tØ vong, bÕn ð°ng ý h°i sinh ngay bây gi¶ không?",
msg_no_dead_used,"Thª Thân Thäo Nhân trên ngß¶i bÕn s¨ giúp bÕn h°i sinh, ð°ng th¾i tránh nhæng m¤t mát sau khi tØ vong.",
msg_none,"Không thuµc tính",
msg_not_private_target,"Hi®n chßa có ð¯i tßþng hàn huyên!",
MSG_NPC_INTERACTIVE_DIS_TOO_LONG,"Khoäng cách cüa bÕn v¾i npc này quá xa, không th¬ tiªn hành ð¯i thoÕi, vui lòng ðªn g¥n h½n.",
msg_npc_talk_none,"Không có vi®c thì ð×ng làm phi«n ta",
MSG_NV_,"(Chßa giám ð¸nh)",
MSG_OPENDOOR_KEY_ERR,"C¥n chìa khóa tß½ng Ñng",
msg_parry,"Ch¯ng ðÞ",
MSG_PARRY_," + %d ch¯ng ðÞ",
MSG_PARRY_HINT,"Khi b¸ kë ð¸ch c¤p ðµ %d t¤n công, s¨ có %.2f%% khä nång ch¯ng ðÞ",
MSG_PARTY_IS,"Môn phái phäi là %d",
msg_password_not_match,"M§t mã không ðúng",
msg_password_too_long,"M§t mã quá dài",
msg_pet,"là chü nhân",
msg_pet_cannot_free,"Linh thú hi®n ðã tØ vong, không th¬ phóng sinh.",
msg_pet_cannot_save,"ÐÕo hæu c¥n thu h°i Thu¥n Thú ðang tri®u h°i trß¾c.",
msg_pet_cannot_tame_levlower,"BÕn vçn chßa ði«u khi¬n ðßþc kÛ nång cüa nó",
msg_pet_cannot_tame_nottame,"Møc tiêu không th¬ thu¥n hóa",
msg_pet_create_failed,"Tri®u h°i th¤t bÕi.",
msg_pet_enjoyrate_zero_info,"%s không vui, nó ðã quá ðói, không mu¯n cùng bÕn chiªn ð¤u næa.",
msg_pet_forget_error,"Không có kÛ nång nào có th¬ lãng quên",
msg_pet_forget_title,"SØ døng bäo thß giúp lãng quên",
msg_pet_forgetskill_ask,"SØ døng bäo thß này s¨ khiªn cho Thu¥n Thú lãng quên t¤t cä kÛ nång ngoÕi tr× kÛ nång m£c ð¸nh, bÕn quyªt ð¸nh tiªp tøc?",
msg_pet_free_ask,"BÕn th§t sñ mu¯n phóng sinh Linh thú hi®n tÕi ?",
msg_pet_free_ask_p,"BÕn quyªt ð¸nh phóng sinh [%s]?",
msg_pet_free_cmd,"Phóng sinh",
msg_pet_havelearned_error,"SØ døng vô hi®u: Linh thú hi®n ðã h÷c kÛ nång này",
msg_pet_hlink,"Khung Linh thú",
msg_pet_hotkey_attack,"Linh thú công kích",
msg_pet_hotkey_return,"Linh thú quay v«",
msg_pet_hotkey_skill1,"Phím t¡t knång Linh thú 1",
msg_pet_hotkey_skill2,"Phím t¡t knång Linh thú 2",
msg_pet_hotkey_skill3,"Phím t¡t knång Linh thú 3",
msg_pet_hotkey_skill4,"Phím t¡t knång Linh thú 4",
msg_pet_hotkey_skill5,"Phím t¡t knång Linh thú 5",
msg_pet_isdead,"Linh thú ðã tØ vong.",
msg_pet_isexist,"Linh thú ðã t°n tÕi.",
msg_pet_isnot_dead,"Linh thú chßa tØ vong",
msg_pet_isnot_exist,"Linh thú không t°n tÕi.",
msg_pet_item_del_error,"Phäi thu h°i Linh thú trß¾c khi hüy v§t ph¦m.",
msg_pet_learn_newskill,"Linh thú ðã h÷c ðßþc kÛ nång m¾i",
msg_pet_learnskill_more_error,"Không th¬ sØ døng: Linh thú không th¬ h÷c thêm kÛ nång m¾i",
msg_pet_levelup_limit_error,"Không th¬ sØ døng: Linh thú hi®n tÕi ðã ðÕt c¤p ðµ cao nh¤t",
msg_pet_levelup_nopet_error,"Hi®n chßa có Linh thú",
msg_pet_levelup_notenough_exp,"Không th¬ sØ døng: Thanh kinh nghi®m hi®n tÕi cüa Linh thú chßa ð¥y",
msg_pet_multi_error,"BÕn chï có th¬ tri®u h°i 1 Linh thú tÕi 1 th¶i ði¬m",
msg_pet_no_pet,"Hi®n chßa có linh thú.",
msg_pet_num_enough_error,"BÕn ðã thu phøc quá nhi«u Linh thú, không th¬ thu phøc thêm næa.",
msg_pet_recall_cmd,"Thu h°i",
msg_pet_rename_cmd,"Ð±i tên",
msg_pet_rename_err,"S¯ l¥n ð±i tên cüa Linh thú quá nhi«u.",
msg_pet_rename_error,"Không th¬ ð±i tên",
msg_pet_rename_error1,"Thu¥n Thú chßa ðßþc thä ra nên không th¬ h°i phøc s¯ l¥n ð£t tên.",
msg_pet_rename_error2,"S¯ l¥n ð±i tên cüa Thu¥n Thú ðã hªt, không th¬ h°i phøc s¯ l¥n ð£t tên.",
msg_pet_rl_rc_busy,"Ðµng tác ðang tiªn hành",
msg_pet_tame_exists_error,"Hi®n ðã có Linh thú",
msg_pet_unknown,"Linh thú chßa biªt.",
msg_pet_useskill_error,"Linh thú không th¬ thi tri¬n kÛ nång",
msg_pet_view,"Thuµc tính",
msg_pet_view_carry,"Mang theo",
msg_pet_view_s_and_c,GØi/L¤y,
msg_pet_view_storage,GØi,
msg_petclose_can_not_add,"Linh thú chßa xu¤t hi®n, có th¬ ðã hªt ði¬m trung thành",
msg_petfeed_full,"Thu¥n Thú cüa ðÕo hæu no cång bøng, không ån ðßþc næa.",
msg_petfeed_pet_notmatch,"Linh thú cüa bÕn không thích loÕi thñc ph¦m này",
msg_petfeed_tar_invalid,"Møc tiêu vô hi®u",
MSG_PK_AREA_INVALID,"Ðây là khu vñc an toàn, không cho phép PK",
MSG_PK_DEFSTATE_BEGIN,"BÕn ðang · trong trÕng thái phòng v® chính ðáng ð¯i v¾i [%s]! Bây gi¶ là c½ hµi phän kích t¯t nh¤t!",
MSG_PK_DEFSTATE_BEGIN_1,"[%s] ðang · trong trÕng thái phòng v® chính ðáng ð¯i v¾i bÕn!",
MSG_PK_DEFSTATE_END,"Sñ phòng v® chính ðáng cüa bÕn v¾i [%s] ðã kªt thúc!",
MSG_PK_DEFSTATE_END_1,"Sñ phòng v® chính ðáng cüa [%s] v¾i bÕn ðã kªt thúc!",
MSG_PK_DISABLE_USE,"Do ði¬m PK quá cao nên b¸ l¶i nguy«n c¥m c¯, hi®n tÕi không th¬ thi tri¬n pháp thu§t và sØ døng v§t ph¦m, vui lòng nghî cách hÕ ði¬m PK.",
MSG_PK_ENEMY,"Hình thÑc thi®n ác",
MSG_PK_FREE,"Hình thÑc chung",
MSG_PK_GET_EQUIP,"BÕn ðã th¡ng tr§n PK và l¤y ðßþc mµt bµ trang b¸ cüa ð¯i phß½ng, ðã ðßa ðßþc vào b¯i bao cüa bÕn!",
MSG_PK_GUILD,"Hình thÑc bang hµi",
MSG_PK_INVALID_NOW,"Hi®n không cho phép PK",
MSG_PK_LEVEL_PROTECT,"C¤p 20 tr· xu¯ng không th¬ PK!",
MSG_PK_LOST_EQUIP,"BÕn ðã th¤t bÕi tØ vong trong tr§n PK và m¤t ði trang b¸ [%s] (Nhân v§t thuµc danh sách ðö khi b¸ tiêu di®t (tØ vong)s¨ có mµt xác su¤t m¤t v§t ph¦m nh¤t ð¸nh)",
MSG_PK_LOST_INVENTRY_ITEM,"BÕn ðã th¤t bÕi tØ vong trong tr§n PK và m¤t ði [%s] trong khung trang b¸ (Nhân v§t thuµc danh sách ðö khi b¸ tiêu di®t (tØ vong)s¨ có mµt xác su¤t m¤t v§t ph¦m nh¤t ð¸nh)",
MSG_PK_MODE_,"DÕng PK  ",
MSG_PK_MODE_IS,"DÕng PK hi®n nay cüa bÕn là: %s",
MSG_PK_MONSTER,"Hình thÑc luy®n c¤p",
MSG_PK_RED_CANNOT_ENTER,"Ngß¶i ch½i trong danh sách PK ðö không vào ðßþc!",
MSG_PK_RED_DROP_TIP,"ÐÕo hæu hi®n ðang trong trÕng thái tên ðö, khi b¸ ngß¶i ch½i khác tiêu di®t s¨ có khä nång ðánh m¤t trang b¸, hãy c¦n th§n ð« phòng!",
MSG_PK_TEAM,"Hình thÑc t± nhóm",
msg_point_buy_items_fail,"Giao d¸ch th¤t bÕi, lßþng MCash hi®n không ðü!",
msg_point_buy_items_succeed,"Giao d¸ch thành công.",
msg_point_buy_items_time_out,"TÕm th¶i không th¬ giao d¸ch, vui lòng thØ lÕi sau.",
msg_point_buy_items_waite,"Ðang giao d¸ch, vui lòng ðþi.",
msg_point_shop_affirm,"BÕn ðã mua [%d] [%s], vui lòng xác nh§n.",
msg_point_shop_buy_lev_limit,"C¤p ðµ cüa bÕn không ðü, không th¬ mua v§t ph¦m trong KÏ Trân Các",
msg_point_shop_buy1,"BÕn ðã mua [%d] [%s], vui lòng xác nh§n.",
msg_point_shop_buy2,"BÕn ðã mua [%d] gói, t±ng cµng [%d] [%s], vui lòng xác nh§n.",
msg_point_shop_buy3,"Vui lòng nh§p s¯ lßþng c¥n mua vào khung dß¾i ðây",
msg_point_shop_no_point,"Lßþng MCash cüa bÕn không ðü, không th¬ mua!",
msg_point_shop_open_lev_limit,"C¤p ðµ cüa bÕn không ðü, không th¬ m· KÏ Trân Các",
msg_point_shop_point,"MCash: ",
MSG_POINTS_GE,"Yêu c¥u ði¬m thi ð¤u th¤p nh¤t là %d",
msg_poison,Ðµc,
msg_poisonarm,"Kháng Ðµc",
MSG_POISONARM_HINT,"Giäm sÑc sát thß½ng Ðµc H® cüa kë ð¸ch c¤p ðµ %d xu¯ng: %.2f%% ",
msg_popmenu_add_block,"Thêm vào danh sách ngån ch£n",
msg_popmenu_add_enemy,"Thêm vào danh sách kë thù ",
msg_popmenu_add_friend,"Thêm ðÕo hæu",
msg_popmenu_allot_flag,"S¡p xªp ",
msg_popmenu_blue_mode,"ÐÆng C¤p Thiên Thanh",
msg_popmenu_captain_mode,"T± ðµi",
msg_popmenu_del_block,"Xóa khöi danh sách ngån ch£n",
msg_popmenu_del_enemy,"Xóa khöi danh sách kë thù ",
msg_popmenu_del_friend,"Xóa ðÕo hæu",
msg_popmenu_del_team_member,"Trøc xu¤t thành viên",
msg_popmenu_dismiss_team,"Giäi tán nhóm",
msg_popmenu_elevate_captain,"Thång làm nhóm trß·ng",
msg_popmenu_glod_mode,"ÐÆng C¤p Hoàng Kim",
msg_popmenu_green_mode,"ÐÆng C¤p Ng÷c Løc",
msg_popmenu_leave_team,"R¶i nhóm",
msg_popmenu_offline_flag,"[V¡ng m£t]",
msg_popmenu_pick_flag,"Hình thÑc ",
msg_popmenu_pick_free_mode,"Tñ do",
msg_popmenu_pick_random_mode,"Ð± xí ng¥u",
msg_popmenu_same_can_not_team,"ÐÕo hæu, ngß¶i trong tam gi¾i không th¬ cùng tên, nên s¨ không l§p nhóm ðßþc!",
msg_popmenu_same_name,"L²i trùng tên",
msg_popmenu_see_team_member,"Dò tìm thành viên nhóm",
msg_popmenu_team_invite,"M¶i l§p nhóm",
MSG_PRETIME_1,"Th¶i gian v§n: %d gi¶ %d phút %d giây",
MSG_PRETIME_2,"Th¶i gian v§n: %d gi¶ %d phút",
MSG_PRETIME_3,"Th¶i gian v§n: %d phút %d giây",
MSG_PRETIME_4,"Th¶i gian v§n: %d phút",
MSG_PRETIME_5,"Th¶i gian v§n: %d giây",
MSG_PRETIME_6,"Th¶i gian v§n: %.1f giây",
msg_puppet_create_failed,"Tri®u h°i r¯i th¤t bÕi.",
msg_puppet_isnot_exist,"Hi®n chßa có con r¯i nào.",
msg_phy,"V§t lý",
msg_rank_err1,"KÏ hi®p thân mªn, máy chü hi®n ðang b§n, vui lòng thØ lÕi sau!",
msg_rank_err2,"Không tìm th¤y ngß¶i ch½i yêu c¥u xªp hÕng",
msg_rank_err3,"Hi®n không có bäng xªp hÕng mà bÕn yêu c¥u",
msg_rank_err4,"Không tìm ðßþc bäng xªp hÕng yêu c¥u.",
msg_rank_err5,"Ngß¶i ch½i này không ðßþc xªp hÕng.",
msg_rank_err6,"Bäng xªp hÕng chï hi¬n th¸ v¸ trí c¤p ðµ trong máy chü hi®n tÕi",
msg_rank_err7,"V§t ph¦m này không th¬ giám ð¸nh giá tr¸",
msg_rank_err8,"Bäng li®t kê chï hi¬n th¸ v¸ trí c¤p ðµ nguyên th¥n trên máy chü hi®n tÕi",
msg_rank1,HÕng,
msg_rank10,"Danh xßng",
msg_rank11,C¤p,
msg_rank12,"Ðánh giá",
msg_rank13,"S· hæu",
msg_rank14,"Không có tên v§t ph¦m cüa bÕn",
msg_rank15,"Cänh gi¾i",
msg_rank2,"Danh xßng",
msg_rank3,C¤p,
msg_rank4,C¤p,
msg_rank5,"Tên bang hµi",
msg_rank6,"C¤p bang hµi",
msg_rank7,"Môn phái",
msg_rank8,"Ði¬m s¯ cüa trang b¸ này là %d",
msg_rank9,"Giám ð¸nh giá tr¸ trang b¸",
MSG_RANGEATT_INVALID,"BÕn hi®n không th¬ sØ døng ðòn t¤n công t× xa.",
msg_reduce_exp,"BÕn ðã m¤t %d ði¬m kinh nghi®m.",
MSG_RELEASE,"Bµc phát",
MSG_REMOVE_HATE,"Giäm thù h§n cüa møc tiêu",
MSG_REMOVE_SPECIAL_EFF,"Phá bö t¤t cä %s pháp thu§t cüa møc tiêu",
msg_reqitem_error,"Vào %s phäi c¥n %s",
msg_reqlev_error,"%s yêu c¥u c¤p ðµ th¤p nh¤t là %d",
msg_reqpk_error,"Do s¯ ði¬m PK hi®n vçn chßa giäm nên tÕm th¶i không th¬ vào c¤m ð¸a. Vui lòng nhanh chóng hÕ ði¬m PK. ",
msg_revive_request,"[%s] mu¯n h°i sinh bÕn tÕi ch², bÕn ð°ng ý không?",
MSG_RIDE_ERROR1,"TrÕng thái hi®n nay cüa bÕn không th¬ cßÞi",
MSG_RIDE_OPERROR,"BÕn ðang trong trÕng thái cßÞi, không th¬ thao tác.",
msg_role_active_op_active,"Kích hoÕt nhân v§t này",
msg_role_active_op_auto_delete_date,"%d-%d-%d s¨ tñ ðµng xóa",
msg_role_active_op_close,Ðóng,
msg_role_active_op_delete,"Xóa nhân v§t này",
msg_role_active_op_error_1,"Chï cho phép kích hoÕt t¯i ða 3 nhân v§t",
msg_role_active_op_error_2,"ÐÕo hæu có th¬ kích hoÕt thêm nhân v§t",
msg_role_active_op_freeze,"Ðóng bång nhân v§t này",
msg_role_active_op_ok,"Ch÷n nhân v§t",
msg_role_active_op_return,"Tr· v«",
msg_role_active_op_undelete,"Hüy xóa nhân v§t này",
msg_roll_cancel,"%s ðã bö v§t ph¦m: %s",
msg_roll_info,"%s ðã ð± ðßþc %s %d ði¬m",
msg_run_content1,"ÐÕo hæu ðang ðÑng · v¸ trí xu¤t phát",
msg_run_content2,"ÐÕo hæu ðã chÕy qua v¸ trí thÑ %d",
msg_run_content3,"V¸ trí ghi nh¾ tiªp theo n¢m · [%d,%d]",
msg_run_content4,,
msg_run_title,%s[%d/%d],
msg_run1,"Ðang thi chÕy vi®t dã, không th¬ d¸ch chuy¬n",
msg_run2,"Ðang thi chÕy vi®t dã, không th¬ tri®u h°i",
msg_run3,"Ðang thi chÕy vi®t dã, không th¬ sØ døng",
msg_run4,"Ðang thi chÕy vi®t dã, không th¬ sØ døng v§t ph¦m này",
msg_run5,"Ðang thi chÕy vi®t dã, không th¬ vào c¤m ð¸a",
msg_run6,"%s ðang thi chÕy vi®t dã, không th¬ vào Ð¤u trß¶ng",
msg_run7,"Ðang thi chÕy vi®t dã, không th¬ vào lãnh ð¸a bang hµi",
msg_sale_item_conform,"Ðây là loÕi v§t ph¦m quý giá, vui lòng xác nh§n!",
msg_school_err1,"Máy chü b§n, vui lòng thØ lÕi sau!",
msg_school_err10,"Sß phø v¡ng m£t",
msg_school_err11,"Do ð½n phß½ng hüy bö quan h® sß ð°, trong vòng %d gi¶ không th¬ thiªt l§p quan h® sß ð°!",
msg_school_err12,"BÕn ðã có sß phø r°i!",
msg_school_err13,"Lúc xu¤t sß yêu c¥u sß phø và ð° ð® 2 ngß¶i l§p nhóm, sß phø làm nhóm trß·ng.",
msg_school_err14,"Lúc xu¤t sß yêu c¥u sß phø và ð° ð® 2 ngß¶i l§p nhóm, sß phø làm nhóm trß·ng.",
msg_school_err15,"Ð° ð® ðÕt ðªn c¤p 30 m¾i có th¬ xu¤t sß",
msg_school_err16,"Quan h® sß ð° không ðúng",
msg_school_err17,"Ð° ð® xu¤t sß phäi là ð° ð® ðang theo h÷c",
msg_school_err18,"BÕn hi®n chßa có sß phø",
msg_school_err19,"Sß phø m²i ngày chï cho phép thu nh§n t¯i ða %d ð® tØ",
msg_school_err2,"Yêu c¥u ð¯i v¾i sß phø là bän thân không có sß phø ho£c ðã xu¤t sß",
msg_school_err20,"Ð® tØ liên tøc không báo cáo thành tích trong %d ngày thì sß phø m¾i có th¬ trøc xu¤t sß môn.",
msg_school_err21,"Sß phø liên tøc không có m£t trong %d ngày thì ð® tØ m¾i có th¬ r¶i khöi sß môn.",
msg_school_err22,"Ngß¶i ch½i này ðã gia nh§p sß môn",
msg_school_err3,"S¯ lßþng ð° ð® chßa xu¤t sß t¯i ða cüa m²i sß phø là",
msg_school_err4,"Ð° ð® v¡ng m£t",
msg_school_err5,"C¤p ðµ ð° ð® nên trong phÕm vi: ",
msg_school_err6,"C¤p ðµ sß phø ít nh¤t phäi là: ",
msg_school_err7,"L¶i m¶i thu nh§n ð° ð® cüa bÕn ðã b¸ hüy do quá th¶i hÕn",
msg_school_err8,"Ð° ð® mà bÕn mu¯n thu nh§n ðã có sß phø r°i",
msg_school_err9,"T±ng s¯ ð° ð® cüa sß phø không ðßþc vßþt quá",
msg_school_leave,"ÐÕo hæu xác nh§n giäi tr× quan h® sß ð° v¾i %s?",
msg_school1,"Danh xßng",
msg_school10,"Nh§p môn",
msg_school11,"Vui lòng nh§p tên sß phø",
msg_school12,"Vui lòng nh§p tên ð° ð®",
msg_school13,"Mu¯n nh§n bÕn làm ð° ð®, bÕn có ð°ng ý không?",
msg_school14,"Ðã t× ch¯i l¶i m¶i thu nh§n ð° ð® cüa bÕn",
msg_school15,"Ðã nh§n ð° ð®",
msg_school16,%d/%d/%d,
msg_school17,"(v¡ng m£t)",
msg_school18,"Thïnh c¥u nh§p môn",
msg_school19,"H÷c ð°",
msg_school2,"C¤p ðµ",
msg_school20,"Ðã xu¤t sß",
msg_school21,"Do ð° ð® %s báo cáo v¾i sß phø %s tång lên %d c¤p, %s thu ðßþc thêm ði¬m kinh nghi®m là %d, linh lñc là %d",
msg_school22,"Bäng c¥u sß",
msg_school23,"Môn phái",
msg_school24,"S¯ lßþng ð° ð®",
msg_school25,"Th¶i gian ðång kí",
msg_school26,"BÕn ðã vào bäng yêu c¥u nh§n ð° ð® cüa %s, sau khi ðßþc ð¯i phß½ng phê chu¦n thì có th¬ nh§p môn.",
msg_school27,"Bßu ki®n h® th¯ng",
msg_school28,"%s ðã nh§n %s làm ð° ð®",
msg_school29,"H® th¯ng",
msg_school3,"Hi®n trÕng",
msg_school30,"V§t ph¦m khen thß·ng h® th¯ng",
msg_school31,"Xu¤t sß",
msg_school32,"Hoán ð±i ði¬m sß ð° ð¬ l¤y ði¬m danh v÷ng",
msg_school33,"Ð° ð® %s ðã xu¤t sß thành công t× sß phø %s ",
msg_school34,"M¶i nh§n ð° ð®",
msg_school35,"Xin bái sß",
msg_school36,"NgoÕi tr× nhæng ð° ð® trong th¶i gian thñc %d ngày không báo cáo v¾i sß phø, sß phø có quy«n khai tr×, thì nhæng ð° ð® ho£c sß phø nªu ð½n phß½ng hüy bö quan h® sß ð°, s¨ m¤t kinh nghi®m b¢ng %d% gi¾i hÕn giá tr¸ thanh kinh nghi®m hi®n tÕi, ð°ng th¶i trong th¶i gian %d gi¶ s¨ không thiªt l§p ðßþc quan h® sß ð°. BÕn th§t sñ quyªt ð¸nh ð½n phß½ng hüy bö quan h® sß ð° ? ",
msg_school37,"BÕn mu¯n ð½n phß½ng hüy bö quan h® sß ð° ?",
msg_school38,"Báo cáo g¥n nh¤t",
msg_school39,"%s thïnh c¥u gia nh§p sß môn",
msg_school4,"C¤p ðµ c¥n báo",
msg_school40,"Ði¬m sß ðÕo cüa bÕn ðã tång ðßþc %d",
msg_school41,"BÕn có ð° ð® chßa ðßþc phê chu¦n nh§p môn ",
msg_school42,"Sß phø cüa bÕn vçn chßa phê chu¦n cho bÕn nh§p môn",
msg_school43,"H® th¯ng sß ð° m¾i s¡p ra m¡t, vui lòng ch¶! Hi®n tÕi các chÑc nång h® th¯ng sß ð° s¨ tÕm th¶i không hoÕt ðµng. Các nhi®m vø sß ð° nên tÕm ng×ng ðªn khi h® th¯ng sß ð° m¾i ra m¡t có th¬ tiªp tøc làm.",
msg_school44,"Ðã giäi tr× thành công quan h® sß ð° v¾i ð° ð® này",
msg_school45,"Ðã giäi tr× thành công quan h® sß ð° v¾i sß phø cüa ðÕo hæu",
msg_school5,"Nh§p môn",
msg_school6,"Danh xßng",
msg_school7,"C¤p ðµ",
msg_school8,"Hi®n trÕng",
msg_school9,"C¤p ðµ c¥n báo",
msg_second,giây,
MSG_SECONDS,"%d giây",
MSG_SEE_EQUIP,"Xem trang b¸",
msg_self,"BÕn thu ðßþc %d ði¬m kinh nghi®m",
msg_self_points_must_ge,"Ði¬m s¯ chiªn ð¤u phäi l¾n h½n (bao g°m) %d",
msg_self_weapon_level_must_ge,"C¤p ðµ pháp bäo cüa ngß¶i t× bö phäi l¾n h½n (bao g°m) %d",
msg_server_quit,"Máy chü s¨ ðóng sau %d giây, ð¬ bäo toàn dæ li®u, m¶i t¤t cä kÏ hi®p vui lòng r¶i khöi tam gi¾i!",
msg_server_quit_cd,"Máy chü s¨ ðóng sau %s, vui lòng r¶i khöi tam gi¾i ð¬ không m¤t dæ li®u!",
msg_set_can_be_seen_err,"V§t ph¦m này chï có th¬ sØ døng trong khu vñc Ð¤u trß¶ng PK",
msg_set_private_target,"Ch÷n ð¯i tßþng hàn huyên là [%s]",
MSG_SETTING_COLOR_FLAG,"  Ô",
MSG_SETTING_QUALITY_HEIGHT,"        Cao       ",
MSG_SETTING_QUALITY_LOW,"        Th¤p      ",
MSG_SETTING_QUALITY_MIDDLE,"        V×a       ",
MSG_SETTING_REFRESH_HZ,"  Hz",
MSG_SETTING_WIDTH_SCREEN_FLAG,[Widescreen],
MSG_SETHOME,"Ði«u chïnh n½i tr· v« cho D¸ch Chuy¬n Phù ThÕch",
MSG_SETHOME_REQUEST,"BÕn có th¬ ð£t Tiên Gi¾i Linh ThÕch làm n½i tr· v« cüa D¸ch Chuy¬n Phù ThÕch, nªu bÕn quyªt ð¸nh ch÷n n½i này là n½i tr· v« thì m²i l¥n sØ døng D¸ch Chuy¬n Phù ThÕch, bÕn s¨ ðßþc ðßa v« ðây, bÕn th§t sñ mu¯n ð£t n½i này làm n½i tr· v«?",
MSG_SETHOME_SUCCESS,"Bây gi¶ n½i này chính là n½i tr· v« cüa D¸ch Chuy¬n Phù ThÕch",
msg_shortcut1,"Phím di chuy¬n",
msg_shortcut10,"Phím t¡t chính 5",
msg_shortcut100,"Ngßng th¥n",
msg_shortcut11,"Phím t¡t chính 6",
msg_shortcut12,"Phím t¡t chính 7",
msg_shortcut13,"Phím t¡t chính 8",
msg_shortcut14,"Phím t¡t chính 9",
msg_shortcut15,"Phím t¡t chính 0",
msg_shortcut16,"Trang phím t¡t chính 1",
msg_shortcut17,"Trang phím t¡t chính 2",
msg_shortcut18,"Trang phím t¡t chính 3",
msg_shortcut19,"Phím t¡t chính phäi 1-1",
msg_shortcut2,"Ng°i xu¯ng/ÐÑng lên",
msg_shortcut20,"Phím t¡t chính phäi 1-2",
msg_shortcut21,"Phím t¡t chính phäi 1-3",
msg_shortcut22,"Phím t¡t chính phäi 1-4",
msg_shortcut23,"Phím t¡t chính phäi 1-5",
msg_shortcut24,"Phím t¡t chính phäi 1-6",
msg_shortcut25,"Phím t¡t chính phäi 1-7",
msg_shortcut26,"Phím t¡t chính phäi 1-8",
msg_shortcut27,"Phím t¡t chính phäi 1-9",
msg_shortcut28,"Phím t¡t chính phäi 1-10",
msg_shortcut29,"Phím t¡t chính phäi 1-11",
msg_shortcut3,"Phím hàn huyên",
msg_shortcut30,"Phím t¡t chính phäi 1-12",
msg_shortcut31,"Phím t¡t chính phäi 2-1",
msg_shortcut32,"Phím t¡t chính phäi 2-2",
msg_shortcut33,"Phím t¡t chính phäi 2-3",
msg_shortcut34,"Phím t¡t chính phäi 2-4",
msg_shortcut35,"Phím t¡t chính phäi 2-5",
msg_shortcut36,"Phím t¡t chính phäi 2-6",
msg_shortcut37,"Phím t¡t chính phäi 2-7",
msg_shortcut38,"Phím t¡t chính phäi 2-8",
msg_shortcut39,"Phím t¡t chính phäi 2-9",
msg_shortcut4,"M·/ ðóng khung nh§p li®u",
msg_shortcut40,"Phím t¡t chính phäi 2-10",
msg_shortcut41,"Phím t¡t chính phäi 2-11",
msg_shortcut42,"Phím t¡t chính phäi 2-12",
msg_shortcut43,"Phím t¡t trái dß¾i 1",
msg_shortcut44,"Phím t¡t trái dß¾i 2",
msg_shortcut45,"Phím t¡t trái dß¾i 3",
msg_shortcut46,"Phím t¡t trái dß¾i 4",
msg_shortcut47,"Phím t¡t trái dß¾i 5",
msg_shortcut48,"Phím t¡t trái dß¾i 6",
msg_shortcut49,"Phím t¡t trái dß¾i 7",
msg_shortcut5,"Phím thanh ðµng tác",
msg_shortcut50,"Phím t¡t trái dß¾i 8",
msg_shortcut51,"Phím t¡t trái dß¾i 9",
msg_shortcut52,"Phím t¡t trái dß¾i 10",
msg_shortcut53,"Phím t¡t trái dß¾i 11",
msg_shortcut54,"Phím t¡t trái dß¾i 12",
msg_shortcut55,"Phím t¡t phäi dß¾i 1",
msg_shortcut56,"Phím t¡t phäi dß¾i 2",
msg_shortcut57,"Phím t¡t phäi dß¾i 3",
msg_shortcut58,"Phím t¡t phäi dß¾i 4",
msg_shortcut59,"Phím t¡t phäi dß¾i 5",
msg_shortcut6,"Phím t¡t chính",
msg_shortcut60,"Phím t¡t phäi dß¾i 6",
msg_shortcut61,"Phím t¡t phäi dß¾i 7",
msg_shortcut62,"Phím t¡t phäi dß¾i 8",
msg_shortcut63,"Phím t¡t phäi dß¾i 9",
msg_shortcut64,"Phím t¡t phäi dß¾i 10",
